length,maxspeed,lanes,highway
69.075,,,secondary
85.555,,,secondary
100.873,,,tertiary
112.922,,,tertiary
96.95400000000001,,,secondary
115.958,,,secondary
142.873,,,secondary
85.08500000000001,,,secondary
207.99599999999998,,,residential
86.763,,,secondary
142.873,,,secondary
87.355,,,secondary
94.752,,,secondary
87.355,,,secondary
90.112,,,secondary
80.90899999999999,,,residential
188.94400000000002,,,residential
90.112,,,secondary
77.668,,,tertiary
81.582,,,tertiary
99.473,,,residential
231.968,,,residential
77.668,,,tertiary
100.122,,,residential
100.122,,,residential
82.12599999999999,,,secondary
80.737,,,secondary
81.518,,,residential
261.75199999999995,,,residential
81.036,,,residential
261.377,,,residential
81.253,,,secondary
81.87700000000001,,,secondary
347.56700000000006,50 mph,3,motorway
48.821000000000005,,,residential
93.281,,,residential
75.633,,,residential
48.821000000000005,,,residential
80.69000000000001,,,residential
55.952999999999996,,3,secondary
69.45,,3,secondary
95.393,,,residential
165.68099999999998,,,residential
181.73,,,residential
43.93,,,residential
43.929,,,residential
319.067,,,residential
95.393,,,residential
118.55000000000001,,,residential
319.067,,,residential
223.552,,,residential
131.164,,,residential
118.55000000000001,,,residential
234.556,,3,secondary
86.273,,,secondary
69.306,,,residential
220.38600000000002,,1,residential
131.164,,,residential
69.306,,,residential
82.557,,1,residential
151.738,,,residential
76.67099999999999,,,tertiary
78.238,,,tertiary
243.54199999999997,,,residential
79.12400000000001,,,residential
77.546,,,residential
139.582,,,residential
121.21100000000001,,2,tertiary
118.889,,2,tertiary
79.027,,,residential
302.966,,,residential
77.634,,,residential
149.209,,,residential
89.763,,,residential
77.782,,,residential
123.16700000000002,,,residential
85.104,,,residential
107.533,,,residential
135.925,,,residential
54.464,,,secondary
107.533,,,residential
167.892,,,secondary
203.908,,,secondary
76.008,,,secondary
193.125,,,residential
80.61099999999999,,,secondary
76.383,25 mph,2,secondary
75.956,25 mph,2,secondary
214.01700000000002,,,residential
66.981,25 mph,2,secondary
76.167,25 mph,2,secondary
256.093,,,residential
165.223,,,secondary
80.013,25 mph,2,secondary
66.981,25 mph,2,secondary
262.81,,,secondary
80.013,25 mph,2,secondary
255.668,,,residential
75.979,25 mph,2,secondary
76.09,25 mph,2,secondary
167.448,,,residential
75.979,25 mph,2,secondary
168.248,,1,residential
75.633,25 mph,2,secondary
76.489,25 mph,2,secondary
41.328,25 mph,,secondary
78.825,25 mph,2,secondary
41.328,25 mph,,secondary
137.129,25 mph,,residential
79.487,25 mph,,secondary
79.031,25 mph,2,secondary
169.035,,,residential
72.741,25 mph,,secondary
79.232,25 mph,2,secondary
79.031,25 mph,2,secondary
253.10199999999998,,,residential
169.044,,,residential
79.031,25 mph,2,secondary
79.232,25 mph,2,secondary
78.829,25 mph,2,secondary
79.376,25 mph,2,secondary
169.288,,,residential
79.19,25 mph,2,secondary
78.829,25 mph,2,secondary
252.781,,,residential
169.182,,,residential
78.973,25 mph,2,secondary
79.19,25 mph,2,secondary
252.31100000000004,,,residential
79.18900000000001,25 mph,2,secondary
85.102,25 mph,2,secondary
89.12199999999999,25 mph,2,secondary
79.189,25 mph,2,secondary
181.99699999999999,,,residential
131.18099999999998,,,residential
35.201,25 mph,2,secondary
89.122,25 mph,2,secondary
168.476,,,residential
75.372,25 mph,2,secondary
35.201,25 mph,2,secondary
217.175,,,residential
170.32,,,residential
85.34299999999999,,,residential
74.273,,,residential
166.417,,,residential
184.394,,1,motorway_link
377.586,50 mph,3,motorway
618.1460000000001,,,motorway_link
320.696,50 mph,3,motorway
145.212,,,residential
25.768,,,residential
31.769999999999996,,,residential
21.478,,,residential
145.212,,,residential
26.310000000000002,,,residential
166.07100000000003,,,residential
123.55799999999999,,,residential
116.067,,,residential
102.308,,,residential
83.791,,,residential
79.915,,,residential
139.507,,,residential
83.791,,,residential
136.216,,,residential
83.318,,,residential
165.62,,,residential
83.318,,,residential
79.737,,,tertiary
60.332,,,tertiary
78.487,,,residential
70.751,,,residential
147.261,,,residential
79.83,,,residential
79.112,,,residential
189.942,,,residential
147.261,,,residential
189.942,,,residential
79.239,,,residential
79.42,,,residential
228.28599999999997,,,residential
76.594,,,tertiary
81.018,,,tertiary
207.29200000000003,25 mph,,residential
54.120999999999995,25 mph,2,secondary
58.023,25 mph,1,residential
59.858000000000004,,,residential
72.211,25 mph,,secondary
79.184,,,residential
78.633,,,residential
247.16,,,residential
239.55,,,residential
79.061,,,residential
79.162,,,residential
240.101,,,residential
180.036,,,residential
123.307,,,residential
99.538,,,residential
242.57999999999998,,,residential
162.23200000000003,,,secondary
111.84,,,secondary
76.05,,,residential
76.171,,,residential
193.91,20 mph,,residential
218.483,,,residential
75.996,,,residential
76.171,,,residential
210.654,20 mph,,residential
218.587,,,residential
75.996,,,residential
76.503,,,residential
218.435,,,residential
207.183,20 mph,,residential
73.909,,,residential
76.574,,,residential
203.514,20 mph,,tertiary
217.92600000000002,25 mph,,tertiary
219.288,,,secondary
76.574,,,residential
75.545,,,residential
270.34,,,residential
85.485,25 mph,2,secondary
83.845,25 mph,2,secondary
256.533,,,residential
263.233,,,residential
84.844,,,tertiary
84.886,,,residential
84.439,,,residential
230.158,,,residential
85.654,,,residential
84.251,,,residential
111.25,,,residential
233.024,,,residential
78.129,25 mph,,residential
97.48299999999999,,,residential
85.466,,,residential
77.541,25 mph,,residential
107.651,,,residential
182.249,25 mph,,residential
59.246,,,residential
79.46600000000001,,,residential
78.572,,,residential
79.57,,,residential
161.518,25 mph,,residential
103.695,,,residential
81.583,,,residential
39.215,,,residential
42.728,,2,residential
66.745,,,secondary
48.715,,,secondary_link
161.62599999999995,,,secondary
18.459,,,secondary
72.717,,,residential
56.32899999999999,,,secondary
97.158,,,residential
109.56899999999999,,,secondary
71.466,,,secondary
187.273,,,residential
110.017,,,residential
33.253,,,residential
78.934,,,residential
145.266,,,residential
166.975,,,residential
79.084,,,residential
79.0,,,residential
33.534,,,tertiary
33.842,,,tertiary
154.449,,,"['tertiary', 'residential']"
46.286,,,tertiary
49.833,,,tertiary
89.071,,,residential
201.688,,,tertiary
234.75,,,tertiary
201.688,,,tertiary
90.011,,,residential
90.369,,,residential
261.67199999999997,,,residential
85.84,25 mph,,secondary
145.066,25 mph,,secondary
82.751,25 mph,,secondary
85.84,25 mph,,secondary
261.863,25 mph,,residential
261.536,25 mph,,residential
261.454,,,residential
261.674,,,residential
73.057,25 mph,,secondary
82.751,25 mph,,secondary
261.416,,,residential
81.313,25 mph,,secondary
79.751,25 mph,,secondary
257.52299999999997,,,residential
81.87700000000001,,,secondary
83.197,,,secondary
67.18,25 mph,2,primary
34.491,,,secondary
52.521,,,secondary
262.04200000000003,,,residential
80.787,,,secondary
81.001,,,secondary
15.447,,,secondary
99.218,,,secondary
99.717,,,secondary
127.809,,,secondary
130.498,,,residential
59.013,25 mph,,secondary
81.106,25 mph,,secondary
86.96000000000001,25 mph,,secondary
74.457,25 mph,,secondary
58.491,,,residential
125.723,25 mph,,secondary
106.464,25 mph,,secondary
85.591,20 mph,,residential
125.723,25 mph,,secondary
27.660000000000004,25 mph,,secondary
16.638,,,residential
158.07799999999997,25 mph,4,secondary
35.058,25 mph,,secondary
38.262,,,residential
125.572,,,residential
81.123,,,residential
91.52000000000001,,,residential
85.068,,,residential
92.812,,,residential
151.875,,,residential
106.999,,,residential
89.717,,,residential
85.068,,,residential
92.586,,,residential
103.936,,,residential
106.885,,,residential
95.774,,,residential
190.398,,,residential
82.036,,,residential
75.949,,,residential
12.748,,,residential
16.274,,,residential
10.707,,,residential
149.14,,,residential
56.833,25 mph,2,secondary
60.608,25 mph,2,secondary
69.904,25 mph,1,residential
111.03699999999999,25 mph,4,primary
175.98399999999998,25 mph,4,primary
168.06799999999998,25 mph,1,residential
111.517,25 mph,1,residential
161.003,,1,residential
107.54,25 mph,1,residential
81.791,25 mph,1,residential
144.38899999999998,25 mph,1,residential
79.28500000000001,25 mph,1,residential
136.504,25 mph,4,secondary
154.468,25 mph,4,secondary
148.99499999999998,25 mph,1,residential
79.098,25 mph,1,residential
126.309,25 mph,1,residential
108.017,25 mph,1,residential
74.493,25 mph,1,residential
186.97899999999998,,,residential
75.02799999999999,,,residential
103.866,25 mph,1,residential
74.87,25 mph,2,tertiary
107.792,25 mph,2,tertiary
108.35600000000001,25 mph,1,residential
107.47900000000001,25 mph,,residential
74.56700000000001,25 mph,,residential
68.68299999999999,25 mph,1,residential
107.123,25 mph,1,residential
36.387,25 mph,1,residential
88.77,25 mph,4,secondary
119.33900000000001,25 mph,4,secondary
86.38300000000001,25 mph,1,residential
101.49799999999999,,,residential
97.455,,,residential
259.704,,,residential
100.338,,,tertiary
77.331,,,tertiary
67.419,,,residential
94.584,,,residential
101.31200000000001,,,residential
165.681,,,residential
419.4,,,secondary
282.378,,,secondary
101.312,,,residential
68.378,,,residential
78.944,,,residential
193.407,,,residential
73.271,,,residential
134.69400000000002,,,residential
35.099999999999994,,,residential
193.376,,,residential
73.271,,,residential
106.09800000000001,,,residential
35.099999999999994,,,residential
39.22,20 mph,,residential
82.619,20 mph,,residential
80.55799999999999,20 mph,,residential
78.934,,,residential
79.876,,,residential
145.98,,,residential
40.926,,,residential
61.026,,,residential
41.247,,,residential
61.026,,,residential
18.383,,,secondary
86.434,,,secondary
62.049,,,secondary
18.921,,,secondary
78.58999999999999,,,secondary
286.54299999999995,,,residential
79.101,,,secondary
78.96600000000001,,,secondary
79.34100000000001,,,secondary
78.96600000000001,,,secondary
204.055,,,residential
383.685,,,secondary
317.449,,,secondary
70.06200000000001,,,secondary
94.42,,,secondary
383.6850000000001,,,secondary
62.206,,,residential
98.178,,,secondary
70.06200000000001,,,secondary
78.948,,,secondary
72.76899999999999,,,secondary
167.67800000000003,,,residential
252.68599999999998,,,residential
75.63799999999999,,2,secondary
78.86699999999999,,2,secondary
78.86699999999999,,2,secondary
78.85499999999999,,2,secondary
125.822,,2,residential
78.85499999999999,,2,secondary
81.78,,2,secondary
254.489,,1,residential
77.578,25 mph,6,secondary
84.477,25 mph,2,secondary
101.88399999999999,25 mph,,secondary
80.992,25 mph,1,residential
265.603,25 mph,2,residential
77.57799999999999,25 mph,6,secondary
78.338,25 mph,2,secondary
107.725,,,residential
147.345,,,residential
92.49,,,residential
152.723,,,residential
168.253,,,residential
79.751,,,residential
168.591,25 mph,2,secondary
175.595,25 mph,2,secondary
176.75699999999998,,1,residential
75.908,,,residential
48.632,,1,residential
30.061,,,secondary
58.698,,,residential
140.93,,,secondary
109.607,,,residential
141.621,25 mph,1,residential
109.607,,,residential
77.505,,,residential
124.65100000000001,,,residential
31.477,,,residential
97.227,,,tertiary
133.677,,,tertiary
63.971,20 mph,,residential
274.845,20 mph,,residential
75.07100000000001,,,residential
175.005,,,residential
66.273,,,residential
216.477,,,residential
91.09799999999998,,,residential
66.273,,,residential
7.123,25 mph,,secondary
82.11000000000001,,,residential
91.09799999999998,,,residential
92.514,25 mph,2,secondary
75.211,,,residential
70.586,,,residential
100.46200000000002,,,residential
37.322,,,residential
11.262,,,residential
9.401,,,secondary
47.413,,,secondary
38.064,,,residential
83.984,,,residential
180.51999999999998,,,residential
161.157,,,residential
98.057,,,residential
79.342,,,residential
444.381,,,residential
331.53800000000007,,,residential
122.07499999999999,,,residential
113.21900000000001,,,residential
47.117999999999995,,,residential
222.79100000000003,,,residential
77.32000000000001,,,residential
191.66899999999995,25 mph,2,secondary
49.473000000000006,25 mph,2,secondary
79.344,,,residential
129.181,,,residential
80.202,,,residential
79.209,,,residential
79.283,,,residential
79.243,,,residential
79.035,,,residential
113.81,,,residential
60.813,,,residential
232.40200000000002,,,residential
139.902,,,residential
63.553,,,residential
84.203,,,residential
82.516,,,residential
63.553,,,residential
114.855,,,residential
81.404,,,residential
82.516,,,residential
150.858,,,residential
189.36,,,residential
101.08300000000001,25 mph,2,secondary
99.59,25 mph,2,secondary
82.655,,2,tertiary
111.217,,,residential
169.30700000000002,,2,tertiary
82.254,,,residential
230.236,,,residential
247.747,,,residential
93.692,,,residential
253.188,,,residential
79.174,,,residential
91.686,,,residential
183.579,20 mph,,residential
198.349,20 mph,,residential
116.80600000000001,20 mph,,residential
157.47199999999998,20 mph,,residential
282.86400000000003,20 mph,,residential
75.363,20 mph,,residential
27.82,,,residential
84.074,,,secondary
284.337,,,residential
104.422,,,residential
199.668,,,secondary
87.093,,,secondary
76.083,,,secondary
79.812,,,residential
121.999,,,residential
86.40700000000001,,,residential
153.338,,,residential
66.30499999999999,25 mph,1,tertiary
123.56700000000001,,,residential
83.58500000000001,25 mph,1,tertiary
59.834,,,residential
50.232,,,residential
33.702,20 mph,,residential
41.148,20 mph,,residential
79.229,20 mph,,residential
81.68299999999999,20 mph,,residential
168.51,20 mph,,residential
82.429,20 mph,,residential
83.023,20 mph,,residential
244.014,20 mph,,residential
43.268,,,residential
83.94,,"['4', '5']",primary
80.264,,"['4', '5']",primary
124.068,,,residential
70.599,,,residential
74.76,,,residential
151.09799999999998,,,residential
60.543000000000006,,,residential
60.543000000000006,,,residential
55.724999999999994,,,residential
88.205,,,residential
105.817,,,residential
79.726,,,residential
107.596,25 mph,,residential
122.524,25 mph,,residential
121.386,,,residential
79.31800000000001,,,residential
171.235,,,residential
176.798,25 mph,1,residential
100.652,,,residential
88.30000000000001,25 mph,2,secondary
84.397,25 mph,2,secondary
95.279,,5,secondary
56.663000000000004,,5,secondary
112.972,,,residential
298.50699999999995,,,secondary
145.21699999999998,25 mph,2,secondary
92.917,,,residential
92.12400000000001,,,residential
40.298,,,residential
42.131,,,residential
82.069,,,residential
108.654,,,residential
25.503,,,residential
34.515,,,residential
76.192,,,residential
126.989,,,residential
21.956,,,residential
243.83800000000002,,,residential
117.177,,,residential
76.49,,2,tertiary
31.631,,2,residential
31.075,,2,tertiary
123.478,,,residential
67.517,,,residential
51.17,,,residential
189.08499999999998,25 mph,,residential
78.849,25 mph,,primary
49.084,25 mph,,primary
74.861,25 mph,,residential
189.08499999999998,25 mph,,residential
81.16499999999999,25 mph,,residential
97.122,,,residential
47.21,,,secondary
82.26299999999999,,,secondary
113.73599999999999,,,residential
72.42099999999999,25 mph,,residential
75.92299999999999,25 mph,,residential
161.17499999999998,,,residential
129.775,,,tertiary
74.169,25 mph,,residential
161.17499999999998,,,residential
75.99700000000001,25 mph,2,tertiary
62.104,,,tertiary
78.37,,,residential
129.775,,,tertiary
33.655,,,residential
17.129,,,secondary
143.81900000000002,,,secondary
184.76,,,residential
28.288,,,residential
31.959,,,secondary
208.473,,,secondary
87.629,,,residential
54.428,,,secondary
99.714,,,secondary
261.382,,,residential
87.629,,,residential
66.69,,,residential
85.164,,,residential
277.28499999999997,,,residential
261.382,,,residential
79.369,,,secondary
85.07600000000001,,,secondary
184.058,,,residential
247.608,,,secondary
86.20299999999999,,,secondary
42.389,,,residential
106.949,,,residential
29.256,,,residential
42.389,,,residential
28.814,,,residential
53.376999999999995,,,residential
62.104,,,tertiary
26.682,,,residential
28.981,,,tertiary
82.325,,,residential
69.96199999999999,,,residential
82.325,,,residential
81.648,,,residential
75.833,,,residential
261.836,,,residential
81.648,,,residential
81.64399999999999,,,residential
206.31699999999998,,"['4', '2', '3']",secondary
123.27,,3,secondary
79.844,,,residential
79.45100000000001,,,residential
143.048,,,residential
99.6,,,residential
58.375,,,residential
79.844,,,residential
143.055,,,residential
99.11999999999999,,,residential
82.691,,,residential
71.657,,,residential
145.861,,,tertiary
99.379,,,tertiary
101.24799999999999,,,residential
82.691,,,residential
134.646,,,residential
245.00600000000003,,,residential
82.00800000000001,,,residential
101.24799999999999,,,residential
133.895,,,residential
206.99499999999998,,,residential
44.977,25 mph,,tertiary
52.224000000000004,,,residential
79.733,,,residential
52.224000000000004,,,residential
246.01999999999998,,,residential
78.633,,,residential
79.733,,,residential
246.506,,,residential
188.04,,,residential
79.184,,,residential
155.451,,,residential
247.207,,,residential
104.172,,,residential
119.435,,,residential
104.172,,,residential
156.33800000000002,,,secondary
83.268,,,secondary
78.891,,,residential
119.435,,,residential
82.58,,,residential
244.056,,,residential
86.655,,,residential
244.141,,,residential
86.697,,,residential
249.897,,,residential
86.697,,,residential
246.81900000000002,25 mph,"['2', '1']",tertiary
78.992,25 mph,,residential
79.161,25 mph,,residential
229.15,,,residential
244.14499999999998,,,residential
78.984,25 mph,,residential
243.964,,,residential
208.544,,,residential
276.075,25 mph,,residential
14.233,,,residential
197.714,,,residential
90.118,,,residential
107.118,,,tertiary
81.33,,,tertiary
250.57000000000002,,,residential
17.002,,,residential
70.934,,,residential
174.393,,,residential
68.031,,,residential
76.718,,,tertiary
226.619,,,residential
215.561,,,residential
79.455,,,residential
122.021,,,residential
93.128,,,secondary
92.191,,,secondary
96.433,,2,tertiary
56.906,25 mph,2,residential
79.11,20 mph,,residential
88.965,20 mph,,residential
79.111,20 mph,,residential
79.107,20 mph,,residential
202.47100000000003,20 mph,,residential
129.527,25 mph,2,secondary
115.179,25 mph,2,secondary
145.85400000000004,,,residential
78.606,25 mph,2,secondary
212.83499999999998,25 mph,2,unclassified
180.102,25 mph,2,unclassified
254.66199999999998,,,residential
28.383,,,tertiary
79.055,,,tertiary
162.681,,,residential
85.234,,,primary
107.139,,,primary
155.975,,,residential
69.663,,,residential
35.519,,,residential
155.975,,,residential
70.618,,,residential
58.068,,,residential
66.237,,,residential
126.19999999999999,,,residential
58.068,,,residential
59.79,,,residential
76.388,,,residential
126.19999999999999,,,residential
71.375,,2,residential
24.028,,5,secondary
64.065,,,residential
87.42000000000002,,5,secondary
25.634,,,residential
86.452,,,residential
95.689,,,residential
154.025,,,residential
79.907,,,residential
77.271,,,residential
232.19,,,residential
79.51299999999999,,,residential
75.96,,,residential
173.156,,,residential
82.547,,,residential
79.513,,,residential
240.657,,,residential
76.30600000000001,,,residential
243.118,,,residential
29.712,,,residential
79.872,,,residential
76.30600000000001,,,residential
147.35399999999998,,,residential
241.558,,,residential
79.872,,,residential
238.44100000000003,,,residential
78.438,,,residential
240.52400000000003,,,residential
74.939,,,residential
236.66699999999997,,,residential
80.734,,,residential
90.297,,,residential
234.70499999999998,25 mph,"['2', '3']",secondary
236.76399999999998,25 mph,"['2', '3']",secondary
87.394,,,residential
241.081,,,residential
236.24900000000002,,,residential
177.299,,,residential
90.297,,,residential
261.536,25 mph,,residential
236.504,,,residential
261.269,25 mph,,residential
82.437,,,residential
261.863,25 mph,,residential
82.339,25 mph,,residential
84.45,25 mph,,residential
257.67400000000004,25 mph,,residential
77.395,25 mph,,tertiary
237.80800000000002,25 mph,,tertiary
257.67400000000004,25 mph,,residential
172.563,,,residential
82.12400000000001,,,residential
111.501,,,tertiary
201.11599999999999,,,tertiary
70.196,,,residential
237.568,,,residential
50.211,25 mph,,tertiary
63.791,,,residential
63.791,,,residential
255.486,25 mph,,residential
150.16899999999998,25 mph,,residential
7.298,,,residential
105.431,,,residential
107.722,,,residential
88.685,,,residential
201.993,,,residential
113.06099999999999,,,residential
82.96600000000001,,,residential
171.801,,,tertiary
11.511,,,secondary
94.74,20 mph,,residential
124.684,25 mph,4,secondary
79.49600000000001,,,residential
89.102,,,residential
78.459,,,residential
225.606,,,residential
91.684,25 mph,2,secondary
77.679,,,residential
76.054,,,residential
275.207,,,residential
235.694,,,residential
77.43,,,residential
76.03,,,residential
317.144,,,residential
202.555,,,residential
76.065,,2,tertiary
82.142,,,residential
82.012,,,residential
153.42899999999997,,,residential
89.851,,2,tertiary
86.48,,2,tertiary
79.10300000000001,,2,tertiary
75.94800000000001,,2,tertiary
80.39999999999999,,,residential
56.266999999999996,,2,tertiary
112.071,,,tertiary
76.35799999999999,,2,tertiary
71.503,,2,tertiary
29.762,,2,tertiary
71.503,,2,tertiary
29.762,,2,tertiary
177.919,,,residential
55.913,,2,tertiary
47.167,,,residential
22.522,,2,tertiary
55.913,,2,tertiary
81.339,,2,tertiary
39.457,,,residential
22.522,,2,tertiary
191.42999999999998,,,residential
77.337,,2,tertiary
81.339,,2,tertiary
63.936,,2,tertiary
77.337,,2,tertiary
271.43399999999997,,,residential
83.203,,,secondary
80.544,,,secondary
90.185,,,tertiary
139.726,25 mph,2,secondary
100.972,,,tertiary
189.495,25 mph,2,secondary
85.711,,2,tertiary
79.57000000000001,,2,tertiary
230.27800000000002,,,residential
81.15,,,tertiary
193.065,,,secondary
186.606,,,secondary
71.799,,,residential
204.47299999999998,,,residential
188.683,,,residential
68.919,,,residential
105.262,,,residential
95.677,,,residential
135.946,25 mph,2,secondary
188.98000000000002,25 mph,2,secondary
45.36,,,residential
189.846,,,residential
202.64600000000002,,,residential
130.30100000000002,,,residential
55.675,,,secondary
135.30100000000002,,,secondary
118.523,,,residential
224.589,,,residential
36.478,,2,residential
108.56200000000001,,2,residential
32.119,,2,residential
191.78500000000003,,,residential
108.56200000000001,,2,residential
86.409,,2,residential
88.037,,2,residential
257.452,25 mph,2,residential
95.329,,,tertiary
87.538,,2,tertiary
180.824,,,residential
87.319,,2,residential
84.816,,2,tertiary
194.93400000000003,,,secondary
237.739,,,secondary
87.538,,2,tertiary
153.275,25 mph,4,secondary
92.191,,,secondary
218.835,20 mph,,residential
80.626,,1,tertiary
79.593,,,secondary
83.268,,,secondary
82.58,,,residential
123.77600000000001,,,residential
79.506,,,residential
111.84,,,secondary
107.25800000000001,,,secondary
128.21,,,residential
87.805,,,residential
88.093,,,residential
86.72500000000001,,,residential
17.342,,,secondary
56.32899999999999,,,secondary
61.116,,,secondary
84.818,,,secondary
161.96699999999998,,,primary
87.327,,,residential
43.02199999999999,,,residential
195.64,,,primary
61.479,,,residential
192.96099999999998,,,primary
54.044,,,residential
57.034,,,primary
51.991,,,residential
71.031,,,primary
81.274,,,residential
130.846,,,tertiary
147.285,,,residential
69.794,,,tertiary
74.459,,,residential
81.787,,,residential
241.508,,,residential
111.65400000000001,,,residential
81.649,25 mph,2,residential
74.611,25 mph,2,residential
113.11000000000001,25 mph,1,residential
79.14099999999999,25 mph,,residential
78.32600000000001,25 mph,,residential
154.966,25 mph,1,residential
160.67000000000002,25 mph,,residential
35.705,25 mph,2,residential
190.144,25 mph,2,tertiary
265.702,25 mph,2,tertiary
35.705,25 mph,2,residential
153.80700000000002,,,residential
75.456,25 mph,1,residential
82.548,25 mph,4,secondary
36.635,,,residential
88.99600000000001,25 mph,4,secondary
92.631,,,tertiary
86.983,,,tertiary
148.47400000000002,,,residential
137.678,,,residential
77.703,,,residential
77.577,,,residential
148.47400000000002,,,residential
137.678,,,residential
82.915,,,residential
86.969,,,residential
239.02500000000003,,,residential
81.348,,,residential
105.53500000000001,25 mph,1,residential
98.603,25 mph,2,tertiary
77.52,25 mph,2,tertiary
118.027,,,residential
290.245,,,tertiary
256.903,,,tertiary
206.36,,,tertiary
710.371,,,tertiary
80.936,,,residential
71.479,,,tertiary
103.053,,,residential
68.024,25 mph,2,tertiary
104.334,25 mph,2,secondary
65.41,25 mph,2,secondary
107.792,25 mph,2,tertiary
141.40599999999998,25 mph,2,tertiary
109.356,,,residential
211.068,25 mph,2,tertiary
105.381,25 mph,2,tertiary
67.045,,,residential
98.757,,,residential
81.183,25 mph,2,tertiary
211.068,25 mph,2,tertiary
139.744,,,residential
37.729,25 mph,2,tertiary
81.183,25 mph,2,tertiary
30.932000000000002,,,residential
45.186,,,residential
98.15899999999999,25 mph,2,tertiary
37.729,25 mph,2,tertiary
255.953,25 mph,2,tertiary
98.159,25 mph,2,tertiary
72.97,,,residential
80.596,,2,tertiary
75.09,,2,tertiary
262.118,25 mph,2,tertiary
255.953,25 mph,2,tertiary
90.436,25 mph,"['2', '1']",tertiary
98.41,25 mph,2,primary
103.752,,,residential
132.338,,,residential
124.405,,,secondary
122.981,,,secondary
137.329,,,residential
59.19,,,residential
379.751,,2,primary
35.23,25 mph,3,secondary
8.251,25 mph,,secondary
81.38,,,residential
66.509,,,residential
144.156,,,residential
144.156,,,residential
53.112,,,residential
125.72,,,residential
79.537,,,residential
56.036,,,tertiary
88.825,,,tertiary
178.219,,,residential
89.025,,,unclassified
57.855999999999995,,,residential
152.723,,,residential
79.659,,,residential
87.753,,,residential
147.928,25 mph,1,residential
82.103,25 mph,3,secondary
144.282,25 mph,1,residential
80.844,25 mph,3,secondary
79.48100000000001,,,residential
98.26,25 mph,1,residential
92.89500000000001,,,residential
183.94400000000002,25 mph,1,residential
93.45800000000001,,2,residential
185.23499999999999,25 mph,1,residential
73.24,,2,tertiary
121.966,,2,tertiary
114.233,,,residential
73.233,,,residential
125.874,,,residential
81.30199999999999,,,residential
136.97899999999998,,,residential
114.398,25 mph,2,secondary
91.73400000000001,25 mph,2,secondary
8.015,25 mph,,secondary
15.742,,,secondary
57.608,,,secondary
111.84100000000001,,,secondary
79.419,25 mph,2,primary
73.80000000000001,,,residential
142.86,25 mph,2,primary
75.50699999999999,,,residential
167.095,25 mph,2,primary
263.894,,,residential
39.403,,,residential
77.902,25 mph,4,tertiary
86.59400000000001,25 mph,4,tertiary
39.403,,,residential
154.751,,,residential
85.174,,,residential
239.85,,,residential
80.26599999999999,,,secondary
86.641,,,secondary
127.322,,,residential
65.641,,,tertiary
194.413,,,tertiary
139.719,,,tertiary
216.909,,,residential
79.132,,,residential
79.051,,,residential
138.998,,,residential
62.962,,,residential
75.524,,,residential
39.457,,,residential
103.029,,,secondary
25.858,,,secondary
300.427,,,residential
85.697,,,residential
103.029,,,secondary
59.944,,,secondary
237.739,,,secondary
175.744,,,secondary
93.128,,,secondary
97.065,,3,secondary
153.275,25 mph,4,secondary
192.17600000000002,20 mph,,residential
30.006,25 mph,4,secondary
186.14700000000002,,,secondary
51.038,25 mph,4,secondary
30.006,25 mph,4,secondary
305.62399999999997,,,residential
79.409,,,secondary
76.051,,,secondary
325.96899999999994,,,residential
79.07400000000001,,,secondary
79.409,,,secondary
294.30000000000007,,,residential
79.201,,,secondary
79.07400000000001,,,secondary
295.492,,,residential
79.56700000000001,,,secondary
79.00699999999999,,,secondary
290.743,,,residential
80.544,,,secondary
79.56700000000001,,,secondary
80.62,,,secondary
80.26599999999999,,,secondary
194.019,,,residential
80.62,,,secondary
83.49300000000001,,,secondary
157.384,,1,residential
120.731,,,residential
80.501,,,secondary
80.89899999999999,,,secondary
234.075,,,residential
80.967,,,secondary
80.501,,,secondary
210.041,,,residential
82.59299999999999,,,secondary
80.967,,,secondary
39.235,,,secondary
160.88299999999998,25 mph,2,residential
191.078,,,secondary
76.724,,,secondary
154.125,,,residential
136.632,,,residential
191.078,,,secondary
21.738,,,secondary
66.256,,,secondary
149.05,,,secondary
79.279,,,secondary
139.785,,,secondary
149.05,,,secondary
30.39,,,secondary
26.183,,,residential
82.358,,,residential
139.785,,,secondary
149.071,,,secondary
30.39,,,secondary
136.529,,,residential
20.118,,,residential
35.524,,,secondary
149.071,,,secondary
25.836,,,residential
154.38,,,secondary
35.524,,,secondary
27.969,,,residential
64.807,15 mph,,residential
101.637,25 mph,,secondary
109.44999999999999,25 mph,,secondary
99.502,25 mph,,secondary
102.335,25 mph,,secondary
140.222,25 mph,1,residential
89.295,25 mph,2,residential
99.502,25 mph,,secondary
237.85199999999998,25 mph,2,residential
100.155,25 mph,,secondary
25.858,,,secondary
58.793,,,residential
71.599,25 mph,,secondary
43.176,,4,secondary
96.125,,,secondary
107.527,,,residential
262.645,,,secondary
82.666,20 mph,,residential
79.96,,,secondary
93.945,,,secondary
93.945,,,secondary
79.712,,,secondary
86.1,,,residential
166.516,,,residential
79.712,,,secondary
108.392,,,secondary
87.093,,,secondary
108.392,,,secondary
31.097,,,secondary
86.40700000000001,,,residential
122.509,,,secondary
82.853,,,secondary
66.197,,,secondary
23.21,,,secondary
199.66800000000003,,,secondary
15.71,,,secondary
97.44700000000002,,,secondary
99.693,,,secondary
4.773,,,secondary
26.036,,,secondary
